VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,64572.5,12/22/22
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,5/17/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,9467.92,1/13/22
"PITNEY BOWES, INC.",CONTRACTUAL SERVICES,21878.59,9/22/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,61.5,5/19/22
COMPUTER AID INC,TECHNOLOGY SERVICES,17600,2/10/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,5/19/22
Michael Best Strategies,CONTRACTUAL SERVICES,6000,12/1/22
"BUREAU OF NATIONAL AFFAIRS, INC., THE",FINANCIAL & TREAS SVCS,13836,2/1/22
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,GENERAL EXPENSES,125,1/25/22
SALVATION ARMY KROC CENTER,TRAVEL & MEETING EXPENSE,510,3/31/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,7/5/22
JAMIL SALMAN,TRAVEL & MEETING EXPENSE,750,10/17/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592,2/17/22
Konecranes,MAINTENANCE & REPAIRS,641.25,8/9/22
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,62.5,9/8/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21224,3/31/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,19267.07,2/10/22
MastersLaw,LEGAL COSTS,708,4/19/22
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,4780.95,11/23/22
"CONSTELLATION NEW ENERGY GAS DIVISION, LLC",UTILITIES EXPENSE,39902.82,3/22/22
COMPUTER AID INC,TECHNOLOGY SERVICES,22702.4,4/7/22
UNITEC PARTS CO.,DIRECT PURCHASES,3898.09,4/21/22
PNC BANK,MAINTENANCE & REPAIRS,529.92,3/18/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,217669.26,11/1/22
ZIONS BANK,FINANCIAL & TREAS SVCS,2500,2/3/22
STAPLES ADVANTAGE,DIRECT PURCHASES,1538.26,8/30/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,9964.78,1/19/22
"JJC GROUP, INC.",ADVERTISING & PROMOTION,9515,2/15/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,9/29/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,26635,7/14/22
UNIVERSITY OF CHICAGO      (2),ADMINISTRATION & HR,750,12/15/22
DELL MARKETING L.P.,TECHNOLOGY SERVICES,886042.54,6/9/22
COMPUTER AID INC,TECHNOLOGY SERVICES,25954.56,10/6/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,17123.09,11/10/22
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,3839.52,3/10/22
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,492.6,8/25/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,2/22/22
CANADIAN URBAN TRANSIT ASSOC.,CONTRACTUAL SERVICES,38645.25,4/28/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,554.51,6/16/22
CUMMINS INC.,MAINTENANCE & REPAIRS,503.91,6/2/22
STEVEN M BIERIG,LEGAL COSTS,2550,3/31/22
"CARD IMAGING, INC.",DIRECT PURCHASES,624,3/10/22
COMMONWEALTH EDISON.,UTILITIES EXPENSE,370548.68,6/2/22
"U.S. LEGAL SUPPORT, INCORPORATED",ADMINISTRATION & HR,70,9/1/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,2204.44,10/6/22
CHICAGO COMPENSATION ASSOC.,GENERAL EXPENSES,120,12/8/22
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,858,6/2/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,55500.22,11/29/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,723653.09,5/17/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,482,12/8/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1336.65,3/3/22
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,11882.38,10/11/22
*WAN Tech Inc,CONTRACTUAL SERVICES,399.92,9/1/22
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,1498,8/25/22
COMPUTER AID INC,TECHNOLOGY SERVICES,51221.36,5/17/22
"RIPES, NELSON, BAGGOT & KALOBRATSOS PC",ADMINISTRATION & HR,500,9/15/22
"*ZANN & Associates, Inc.",CONSULTING,107439.4,11/17/22
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,210.64,2/1/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,1/27/22
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,8250,9/15/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,11/23/22
CLAREMONT LLC,CONTRACTUAL SERVICES,2270.1,12/29/22
"INTERSECTION MEDIA, LLC",TRAVEL & MEETING EXPENSE,187.5,4/28/22
*Kambrian Corporation,ADVERTISING & PROMOTION,950,5/12/22
LEXITAS,LEGAL COSTS,35,12/29/22
JOSEPH SPERTY,CONSULTING,7500,3/10/22
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,406.48,11/10/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,285,4/7/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,655,6/16/22
PLANET DEPOS LLC,LEGAL COSTS,564.85,7/7/22
"ADR SYSTEMS OF AMERICA, LLC",CONTRACTUAL SERVICES,2335,12/22/22
JACKSON LEWIS PC,LEGAL COSTS,3948,8/2/22
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,59265.61,9/20/22
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1000,6/7/22
"THOMPSON COBURN, LLC",LEGAL COSTS,885,3/29/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60,8/18/22
Konecranes,MAINTENANCE & REPAIRS,675,2/10/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,16.25,11/23/22
GRANT LAW LLC,LEGAL COSTS,8211,9/1/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,10280,5/10/22
MYERS BRIGGS,TRAVEL & MEETING EXPENSE,5790,4/14/22
CLEAN! CLEAN! DRY CLEANERS,DIRECT PURCHASES,406.7,11/10/22
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800,12/15/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80,12/22/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,752,2/24/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,140571.15,1/27/22
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,1363548.05,11/3/22
CORPORATE CONCEPTS INC,GENERAL EXPENSES,1336.39,6/16/22
CINTAS CORPORATION,DIRECT PURCHASES,1242.02,8/30/22
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,5550,6/30/22
"CHICAGO UNITED INDUSTRIES, LTD.",MAINTENANCE & REPAIRS,1204.05,12/8/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,13062.08,8/30/22
"PATCO INDUSTRIES, INC.",MAINTENANCE & REPAIRS,42886,12/8/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,66963.06,4/28/22
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,5600,10/11/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,56149.54,1/6/22
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,732595.47,7/19/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,5729.78,5/31/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,18972.16,3/10/22
WRME,ADVERTISING & PROMOTION,1250,12/15/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,352341.75,10/17/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,71364.49,3/10/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,463.32,3/17/22
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1580,2/22/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,402992.27,8/18/22
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,66.91,6/16/22
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,47856.62,1/13/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,4929.93,3/15/22
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,55.94,4/7/22
ANCEL GLINK P.C.,LEGAL COSTS,1450,9/29/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,5813.28,5/17/22
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.5,8/18/22
"ARAMARK UNIFORM SERVICES, INC.",CONTRACTUAL SERVICES,105.32,2/10/22
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,15551.15,10/18/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,482.9,7/19/22
MARK T NOLDEN MD,ADMINISTRATION & HR,750,1/27/22
PNC BANK,TRAVEL & MEETING EXPENSE,113,2/15/22
COZEN O'CONNOR,LEGAL COSTS,1711,11/22/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,39469,3/1/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,4/26/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,11/23/22
ROYAL REPORTING SERVICES,LEGAL COSTS,158,6/16/22
CONTINENTAL LANGUAGES LLC,CONTRACTUAL SERVICES,320,6/30/22
DAVID WISE,CONTRACTUAL SERVICES,12800,12/29/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,27859.78,12/29/22
"OCCUPATIONAL TRAINING & SUPPLY, INC.",TRAVEL & MEETING EXPENSE,215,3/10/22
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,187.5,3/10/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,432,5/19/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3109.25,10/25/22
Konecranes,MAINTENANCE & REPAIRS,5985.52,3/1/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,30854.82,6/30/22
"MIDWEST COMPUTER PRODUCTS, INC.",DIRECT PURCHASES,739.68,12/20/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,3544.81,3/17/22
"CHICAGO CHINESE TIMES - U.S.A. PRINTING, INC.",ADVERTISING & PROMOTION,450,12/22/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,1/27/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,17191.39,9/15/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1920,4/19/22
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,454,12/29/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,145,5/5/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,671.22,11/22/22
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,240,12/15/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,344,10/17/22
VTECH SOLUTION INC,GENERAL EXPENSES,1847.37,11/3/22
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42639.23,5/26/22
TOWN OF CICERO,UTILITIES EXPENSE,470.49,2/24/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,3/24/22
"MIDWAY OVERHEAD DOOR, INC.",MAINTENANCE & REPAIRS,7012,11/25/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,64321.34,12/22/22
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000,3/3/22
CUMMINS INC.,MAINTENANCE & REPAIRS,763.5,3/31/22
PEOPLES GAS,UTILITIES EXPENSE,42404.76,3/3/22
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,5360.68,10/17/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,248.94,3/3/22
POINT OF DIFFERENCE STRATEGIES,CONTRACTUAL SERVICES,12000,8/11/22
ILLINOIS CPA SOCIETY,GENERAL EXPENSES,360,9/15/22
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,17068.7,12/29/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,8029.78,8/30/22
CINTAS CORPORATION,DIRECT PURCHASES,286.62,1/18/22
"WISCO, INC.",MAINTENANCE & REPAIRS,745.2,2/3/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,95424.94,5/12/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,25548.2,6/9/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,21606,2/1/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,895377.57,6/16/22
IT Supplies,ADVERTISING & PROMOTION,5550,4/14/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,36114.01,8/11/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,785391.76,9/1/22
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,79485.75,4/5/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10347.33,5/24/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,5891.95,10/4/22
"JACK'S, INC.",DIRECT PURCHASES,1971.89,3/8/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,25848.13,10/17/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,76530.14,5/12/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,79716.2,10/6/22
"*MACK CONSTRUCTION SERVICES, LLC",MAINTENANCE & REPAIRS,124074.21,11/3/22
CDW GOVERNMENT LLC,TRAVEL & MEETING EXPENSE,522.19,4/12/22
"WISCO, INC.",DIRECT PURCHASES,1347.36,2/3/22
"BOXWOOD TECHNOLOGY, INC.",ADVERTISING & PROMOTION,600,2/17/22
AVONDALE INVESTORS LLC,FACILITY RENTAL,26265,11/8/22
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,7064.52,11/8/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,620.66,3/10/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,4571.07,3/15/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,345,3/24/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2006.55,9/22/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,53007.84,5/12/22
CLERK OF THE CIRCUIT COURT OF COOK COUNTY,LEGAL COSTS,12226.25,7/21/22
"ALLIED WASTE TRANSPORTATION, INC. d/b/a REPUBLIC SERVICES OF CHICAGO",MAINTENANCE & REPAIRS,97720.54,1/5/22
"WISCO, INC.",DIRECT PURCHASES,568.02,2/10/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,11444.27,2/3/22
PNC BANK,TRAVEL & MEETING EXPENSE,3144.84,4/15/22
"WISCO, INC.",MAINTENANCE & REPAIRS,564.74,11/10/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,40600.4,3/17/22
"LUMINATOR TECHNOLOGY GROUP, INC.",FINANCIAL & TREAS SVCS,77915.64,9/8/22
MR. B'S INC. - d/b/a BIAGIO'S SUPAROSSA,DIRECT PURCHASES,10488.64,2/1/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,967.39,9/20/22
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,7/28/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8588.24,4/28/22
SAFETY VISION LLC,FINANCIAL & TREAS SVCS,26496.25,2/3/22
"MOBILE MINI, INC",EQUIPMENT RENTAL,1815,3/3/22
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,16643.71,5/11/22
MEDIAAGILITY INC,TECHNOLOGY SERVICES,2834.42,7/7/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,4540.9,3/15/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3380,5/3/22
UNITEC PARTS CO.,DIRECT PURCHASES,3082.86,7/21/22
PNC BANK,MAINTENANCE & REPAIRS,322.02,7/18/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,866.23,1/19/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,7154.5,7/19/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
UNITEC PARTS CO.,DIRECT PURCHASES,830.88,12/8/22
"108 NORTH STATE ST. (CHICAGO) OWNER,LLC",FACILITY RENTAL,28800,1/13/22
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,20.89,11/10/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,45900,1/25/22
"CROWE, LLP",FINANCIAL & TREAS SVCS,25000,3/10/22
"VULCAN CONSTRUCTION MATERIALS, LLC",DIRECT PURCHASES,7090.47,3/29/22
GENUINE PARTS COMPANY (NAPA),TECHNOLOGY SERVICES,5880.55,8/16/22
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9533.64,11/10/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,2/24/22
CARE MANAGEMENT CONSULTANTS INC,ADMINISTRATION & HR,5212.5,6/16/22
COZEN O'CONNOR,LEGAL COSTS,1858.5,10/17/22
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,655,12/22/22
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,135.6,3/24/22
CUMMINS INC.,MAINTENANCE & REPAIRS,610.8,8/25/22
TALX CORPORATION,CONTRACTUAL SERVICES,150,8/4/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,3029.78,9/22/22
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,263,9/22/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,149054,2/8/22
"MESIROW INSURANCE SERVICES, INC.",GENERAL EXPENSES,5694,12/29/22
PACER SERVICE CENTER,GENERAL EXPENSES,312,7/21/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,3155.16,10/20/22
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,778.79,9/29/22
"GMI, LLC",MAINTENANCE & REPAIRS,7995,1/19/22
PEOPLES GAS,UTILITIES EXPENSE,8545.17,10/25/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,651.44,6/22/22
SCHINDLER ELEVATOR CORP.,DIRECT PURCHASES,7021.5,5/5/22
TOWN OF CICERO,UTILITIES EXPENSE,732.38,6/9/22
CHICAGO TRIBUNE,GENERAL EXPENSES,231.92,11/10/22
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,5/3/22
VILLAGE OF WILMETTE (R),UTILITIES EXPENSE,4050.39,8/18/22
"MIDWEST TIME RECORDER, INC.",MAINTENANCE & REPAIRS,540,3/10/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4620.4,5/12/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,23625,10/25/22
"ALSTOM TRANSPORTATION, INC.",MAINTENANCE & REPAIRS,700,1/10/22
PEOPLES GAS,UTILITIES EXPENSE,22460.59,10/18/22
LEAH WARGOLET,ADMINISTRATION & HR,125,7/14/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,1/27/22
"AMERESCO, INC.",CONSULTING,14730,6/30/22
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,14533.79,5/17/22
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,12867.31,4/7/22
"SIEMENS INDUSTRY, INC.",DIRECT PURCHASES,4516.9,10/4/22
"*ATLAS & ASSOCIATES, INC.",MAINTENANCE & REPAIRS,5763.57,6/23/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,928966.69,5/12/22
"*ALLPOINTS SECURITY AND DETECTIVE, INC.",PURCHASE OF SECURITY SERVICES,27669.37,7/21/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,915,6/30/22
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,35574,10/11/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,27679,2/22/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,40454.06,5/10/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,4/21/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,92007.77,1/13/22
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,2147.5,2/24/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,18355.29,7/14/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1507.06,1/19/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,8/18/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,13616.1,12/15/22
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,49.72,6/30/22
"WISCO, INC.",MAINTENANCE & REPAIRS,712.73,12/1/22
*WAN Tech Inc,CONTRACTUAL SERVICES,242.88,12/1/22
PNC BANK,TRAVEL & MEETING EXPENSE,2803.45,7/18/22
MAGNA LEGAL SERVICES,LEGAL COSTS,1289.3,1/13/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,1395.24,2/1/22
MURRAY & TRETTEL INC,GENERAL EXPENSES,832.5,2/17/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8812.47,1/25/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1202.85,11/1/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,26313.2,10/20/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,6802.45,1/18/22
"RADICOM, INC.",MAINTENANCE & REPAIRS,16000,4/19/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,59237.67,6/30/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,1776,8/4/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1543.68,11/17/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,976.8,6/30/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,19.2,4/12/22
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,10262.05,4/28/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,7600,4/5/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3219.87,9/15/22
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,18375,3/10/22
LARSON SYSTEMS INC,DIRECT PURCHASES,2500,2/22/22
COMTO NATIONAL HEADQUARTERS,GENERAL EXPENSES,125,2/17/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,12/1/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,38597.33,12/20/22
PNC BANK,UTILITIES EXPENSE,263.64,8/16/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,788.5,8/11/22
TALENTCLICK WORKFORCE SOLUTIONS INC.,CONTRACTUAL SERVICES,89000,6/2/22
PEOPLES GAS,UTILITIES EXPENSE,11737.76,9/22/22
CLAREMONT LLC,CONTRACTUAL SERVICES,2173.75,5/12/22
AMERICAN CONTRACT COMPLIANCE ASSOC.,TRAVEL & MEETING EXPENSE,875,7/26/22
CK REPORTING,LEGAL COSTS,278.72,11/17/22
LAKE COUNTY CLERK,LEGAL COSTS,60,2/10/22
"C2, LLC",TECHNOLOGY SERVICES,4500,12/1/22
LAURA RENKE,LEGAL COSTS,211.75,5/26/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,202.25,3/31/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,306579,1/27/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,402407.38,3/29/22
CITY  OF HOMETOWN,GENERAL EXPENSES,100,7/14/22
"WISCO, INC.",DIRECT PURCHASES,194.9,6/23/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1211.36,3/10/22
CDW GOVERNMENT LLC,DIRECT PURCHASES,26640.52,1/25/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1259.7,3/31/22
UNITEC PARTS CO.,DIRECT PURCHASES,1072.32,3/31/22
"VERITEXT, LLC",LEGAL COSTS,1214.17,6/16/22
"RI-DEL MFG, INC",DIRECT PURCHASES,7815.28,9/15/22
VILLAGE OF SKOKIE.,UTILITIES EXPENSE,384.92,3/10/22
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025,12/21/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,10/17/22
"AMERESCO, INC.",CONSULTING,14730,12/29/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,21122,12/8/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,76.06,10/19/22
"SB FRIEDMAN DEVELOPMENT ADVISORS, LLC",GENERAL EXPENSES,16962.75,1/18/22
ACCENTURE LLP,CONSULTING,190731.5,10/20/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,1329.28,10/17/22
"NAC GROUP, INC.",DIRECT PURCHASES,85.68,10/6/22
ESQUIRE DEPOSITION SOLUTIONS,LEGAL COSTS,301.3,7/21/22
CUMMINS INC.,MAINTENANCE & REPAIRS,610.8,9/29/22
"*DatamanUSA, LLC",GENERAL EXPENSES,5624,12/1/22
IEEE OPERATIONS CENTER,GENERAL EXPENSES,264,1/13/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,424.7,3/17/22
"*FIRECO, INC.",DIRECT PURCHASES,3421,4/21/22
