VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,6644.04,6/14/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,10303.57,8/25/2023
ELITE TECHNICAL SERVICE,ADVERTISING & PROMOTION,6789.74,10/10/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36830.00,10/5/2023
LEXITAS,LEGAL COSTS,912.80,10/5/2023
TEXTNET DIGITAL COURT REPORTING,LEGAL COSTS,2356.20,12/21/2023
"*TONERVISION, INC.",GENERAL EXPENSES,1665.00,2/9/2023
"OER SERVICES, LLC",MAINTENANCE & REPAIRS,1792.00,7/13/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,1054.48,8/24/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,954.37,10/5/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,900.00,10/31/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,6817.10,10/5/2023
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,8262.00,1/12/2023
PNC BANK,TRAVEL & MEETING EXPENSE,381.80,2/16/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,346.46,3/23/2023
"CROWE, LLP",FINANCIAL & TREAS SVCS,92000.00,8/4/2023
FEDEX,GENERAL EXPENSES,82.72,9/21/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,264.68,10/3/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,6117.00,2/21/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,18.00,4/13/2023
"*M & M STAFFING AGENCY, LLC",CONSULTING,1512.00,6/8/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,2575.00,6/20/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,3705.92,2/2/2023
DAVID JACKS,LEGAL COSTS,150.00,3/23/2023
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,1297.20,5/2/2023
*WAN Tech Inc,CONTRACTUAL SERVICES,500.00,8/10/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,19296.82,10/19/2023
"DAVID BEIGLER, MD",ADMINISTRATION & HR,1125.00,11/2/2023
REIFERS HOLMES & PETERS LLC,LEGAL COSTS,1652.00,12/28/2023
"CHICAGO UNITED INDUSTRIES, LTD.",MAINTENANCE & REPAIRS,2800.00,2/9/2023
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1103.00,7/6/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
"ILLINOIS BONE & JOINT INSTITUTE, LLC",ADMINISTRATION & HR,1125.00,10/26/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
*WAN Tech Inc,CONTRACTUAL SERVICES,324.96,12/7/2023
PEOPLES GAS,UTILITIES EXPENSE,24814.28,12/14/2023
"EVERBRIDGE, INC.",MAINTENANCE & REPAIRS,25000.00,4/27/2023
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,51.00,5/25/2023
US BANK,FINANCIAL & TREAS SVCS,1500.00,8/17/2023
ADR SYSYEMS,ADMINISTRATION & HR,2335.00,8/24/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/31/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,571.25,9/26/2023
PITNEY BOWES GLOBAL MAILING SYSTEMS,CONTRACTUAL SERVICES,1962.39,12/28/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,5235.67,10/24/2023
VTECH SOLUTION INC,CONTRACTUAL SERVICES,936.00,12/19/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,615.73,1/10/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1297.25,1/26/2023
DUPAGE COUNTY SHERIFF DEPT,LEGAL COSTS,89.00,2/16/2023
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,312004.02,3/9/2023
WINNEBAGO COUNTY SHERIFF,LEGAL COSTS,42.50,3/16/2023
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,535128.53,4/27/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1116.25,5/9/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3145.00,5/9/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,3810.00,5/11/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/25/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,7531.21,9/26/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1683.75,6/15/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,13828.65,6/29/2023
CITY OF BERWYN,GENERAL EXPENSES,200.00,6/29/2023
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,1925.00,7/6/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9819.65,8/4/2023
"SUN TRAVEL, INC.",TRAVEL & MEETING EXPENSE,285.00,8/25/2023
UTILITY TRANSPORT SERVICE,DIRECT PURCHASES,16630.63,8/31/2023
ADR SYSYEMS,CONTRACTUAL SERVICES,795.00,9/14/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,287578.33,11/2/2023
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,5500.00,9/21/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,4512.30,4/20/2023
CUMMINS INC.,MAINTENANCE & REPAIRS,4718.07,5/16/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,441314.17,7/27/2023
CHICAGO TRIBUNE,GENERAL EXPENSES,159.92,8/4/2023
PNC BANK,MAINTENANCE & REPAIRS,1956.33,11/15/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1393.30,4/11/2023
ASSOCIATION OF ASIAN CONSTRUCTION ENTERPRISES,GENERAL EXPENSES,1000.00,4/20/2023
*Freddies Inc,CONTRACTUAL SERVICES,2435.75,5/11/2023
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,170.80,6/1/2023
BEDFORD PARK POLICE DEPARTMENT,GENERAL EXPENSES,100.00,6/29/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,6340.00,7/20/2023
Wensco,ADVERTISING & PROMOTION,4946.05,12/14/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,295.00,11/30/2023
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,15551.15,1/17/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80.00,6/29/2023
*Freddies Inc,CONTRACTUAL SERVICES,803.50,7/13/2023
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1484.81,10/30/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,818.65,1/26/2023
COZEN O'CONNOR,LEGAL COSTS,12749.50,2/23/2023
"ATOMATIC MECHANICAL SERVICES, INC, d/b/a CONTROL ENGINEERING CORP.",MAINTENANCE & REPAIRS,5391.00,5/9/2023
*Freddies Inc,CONTRACTUAL SERVICES,382.50,6/15/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,216.14,1/12/2023
"*NSN EMPLOYER SERVICES, INC.",CONTRACTUAL SERVICES,10491.00,1/31/2023
"COLONIAL OIL INDUSTRIES, INC.",DIRECT PURCHASES,22565.88,2/21/2023
UNITEC PARTS CO.,DIRECT PURCHASES,359.50,3/23/2023
WRME,ADVERTISING & PROMOTION,1000.00,3/9/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,577.13,8/17/2023
"BARLOW MECHANICAL SALES, INC.",DIRECT PURCHASES,6778.00,9/7/2023
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,3400.00,9/28/2023
AMALGAMATED BANK OF CHICAGO,FINANCIAL & TREAS SVCS,1699.47,11/22/2023
DLT SOLUTIONS LLC,MAINTENANCE & REPAIRS,18146.97,12/13/2023
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.50,12/28/2023
PLANET DEPOS LLC,LEGAL COSTS,395.00,4/20/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,22710.00,8/3/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,2665.60,8/17/2023
"National Tek Services, Inc",MAINTENANCE & REPAIRS,20331.00,9/14/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,9/14/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,3080.00,1/26/2023
AN EXECUTIVE DECISION,CONTRACTUAL SERVICES,1752.00,4/20/2023
STANDARD EQUIPMENT COMPANY,DIRECT PURCHASES,8973.22,5/18/2023
ASSOCIATION FOR TALENT DEVELOPMENT,GENERAL EXPENSES,2454.00,7/6/2023
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1103.00,9/7/2023
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,6960.31,10/26/2023
VTECH SOLUTION INC,GENERAL EXPENSES,7200.00,1/12/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,10733.04,1/5/2023
"ImageWare Systems, Inc.",DIRECT PURCHASES,24510.00,1/19/2023
"HEYL, ROYSTER, VOELKER & ALLEN P.C.",LEGAL COSTS,1595.00,1/26/2023
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,1/25/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,88250.27,2/2/2023
Articulate Global Inc,TECHNOLOGY SERVICES,37279.88,3/2/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,3537.57,4/6/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,177596.38,3/28/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,178769.89,4/13/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,38667.04,3/31/2023
U.S. CAD,TECHNOLOGY SERVICES,7919.60,5/4/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,38875.17,7/20/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1295.33,6/1/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,14964.30,8/25/2023
TAB SERVICE COMPANY,GENERAL EXPENSES,4047.90,7/13/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,1018.00,7/18/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,107949.63,9/7/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,4001.62,10/12/2023
CPS PARKING,PURCHASE OF SECURITY SERVICES,4224.00,9/28/2023
"PATCO INDUSTRIES, INC.",MAINTENANCE & REPAIRS,12000.00,11/30/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,29461.57,10/5/2023
ADVOCATE MEDICAL GROUP.,ADMINISTRATION & HR,500.00,10/26/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,553499.62,11/9/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,3465.00,11/9/2023
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1200.00,11/16/2023
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,6797.16,11/14/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,8303.32,12/14/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,26042.60,12/19/2023
"TOOMEY REPORTING, INC.",LEGAL COSTS,890.00,12/14/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,13477.00,12/28/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,5010.50,1/19/2023
PNC BANK,UTILITIES EXPENSE,264.73,1/17/2023
COGENT Infotech Corporation,CONSULTING,2421.90,2/23/2023
PLANET DEPOS LLC,LEGAL COSTS,1020.00,3/23/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,22049.00,4/4/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3543.05,7/19/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,748.01,7/20/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15892.00,7/27/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,2043.07,8/3/2023
*Freddies Inc,GENERAL EXPENSES,1304.25,10/26/2023
The American Society of Mechanical Engineers,GENERAL EXPENSES,158.00,10/26/2023
STEVEN M MARDJETKO MD,ADMINISTRATION & HR,19050.00,11/22/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,5677.88,3/30/2023
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,5294.40,3/21/2023
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,3820.00,6/13/2023
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,12880.00,8/31/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,58540.50,10/12/2023
*HIGHWAY SAFETY CORPORATON,EQUIPMENT RENTAL,10796.00,11/14/2023
Michael Best Strategies,CONTRACTUAL SERVICES,6000.00,3/16/2023
CITY OF CHICAGO,GENERAL EXPENSES,1000.00,5/4/2023
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,2268.50,5/11/2023
"CROWE, LLP",FINANCIAL & TREAS SVCS,51976.00,7/27/2023
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,540698.82,8/15/2023
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,291585.96,8/22/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,9819.65,9/7/2023
"AMERESCO, INC.",CONSULTING,17166.00,9/28/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,5238.00,11/30/2023
GREAT LAKES OSHA EDUCATION CENTER,TRAVEL & MEETING EXPENSE,800.00,12/14/2023
KEITH D HILL,LEGAL COSTS,20.00,1/19/2023
DELL MARKETING L.P.,TECHNOLOGY SERVICES,1149748.00,4/13/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,2/2/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,25217.00,5/25/2023
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,1261.84,11/21/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,90.00,9/21/2023
LUBY LAW P.C,LEGAL COSTS,1000.00,10/19/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
"CHICAGO SUN-TIMES, INCORPORATED dba Sun-Times Media Productions, LLC",GENERAL EXPENSES,160.60,12/21/2023
CHICAGO TRIBUNE,GENERAL EXPENSES,231.92,1/12/2023
MP2 ENERGY NE LLC,UTILITIES EXPENSE,531380.84,3/9/2023
CHICAGO SPORTS & SPINE,ADMINISTRATION & HR,187.50,8/17/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,23987.00,9/7/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,9/26/2023
"TOOMEY REPORTING, INC.",LEGAL COSTS,390.70,12/21/2023
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,37402.91,3/16/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,4/20/2023
Carahsoft Technology Corporation,ADVERTISING & PROMOTION,15551.15,5/16/2023
MVP MEDIA NETWORK,TRAVEL & MEETING EXPENSE,349.00,5/18/2023
ENO TRANSPORTATION FOUNDATION,ADVERTISING & PROMOTION,4750.00,5/25/2023
NATIONAL SAFETY COUNCIL,TRAVEL & MEETING EXPENSE,2375.00,6/22/2023
CITY OF EVANSTON,UTILITIES EXPENSE,374.90,8/31/2023
"LUMINATOR TECHNOLOGY GROUP GLOBAL, LLC dba LUMINATOR TECHNOLOGY GROUP",MAINTENANCE & REPAIRS,16625.00,11/2/2023
MSA SAFETY SALES LLC,TRAVEL & MEETING EXPENSE,4300.00,11/9/2023
"CANON BUSINESS SOLUTIONS, INC.",MAINTENANCE & REPAIRS,10145.76,12/7/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,2445.00,2/9/2023
SERYEE LEWIS,LEGAL COSTS,150.00,3/16/2023
BLOOMBERG FINANCE L.P.,CONTRACTUAL SERVICES,500.00,3/23/2023
PLANET DEPOS LLC,LEGAL COSTS,1710.00,3/30/2023
"AMAZON WEB SERVICES, INC.",CONTRACTUAL SERVICES,1761.29,5/2/2023
"CONCARE, INC.",MAINTENANCE & REPAIRS,13113.32,8/2/2023
JEANNE M VONHOF,LEGAL COSTS,1000.00,9/14/2023
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,2925.72,12/19/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,9829.28,2/2/2023
"*FIRECO, INC.",MAINTENANCE & REPAIRS,43692.30,1/5/2023
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,3700.00,1/26/2023
LEXITAS,LEGAL COSTS,1804.43,1/19/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,9560.54,3/2/2023
"ESRI, INC.",MAINTENANCE & REPAIRS,35080.00,2/16/2023
IAP CONSTRUCTION INC.,CONTRACTUAL SERVICES,2007.00,3/9/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1736.87,3/30/2023
KONE SPARES,DIRECT PURCHASES,7297.20,6/6/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,7655.45,5/25/2023
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,393049.68,5/18/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,14883.67,6/29/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,1749.66,8/3/2023
"*ALVAREZ, INC.",MAINTENANCE & REPAIRS,7563.96,7/18/2023
NSH USA CORPORATION,DIRECT PURCHASES,5218.00,10/19/2023
ROYAL REPORTING SERVICES,LEGAL COSTS,850.00,8/24/2023
PNC BANK,TRAVEL & MEETING EXPENSE,4847.43,9/15/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,2187.50,11/30/2023
BEBON OFFICE MACHINES CO.,MAINTENANCE & REPAIRS,1980.00,11/9/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,683602.12,11/21/2023
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,30.43,11/16/2023
"TOOMEY REPORTING, INC.",LEGAL COSTS,11468.70,11/22/2023
"WISCO, INC.",DIRECT PURCHASES,124.20,11/24/2023
"WISCO, INC.",DIRECT PURCHASES,265.61,5/2/2023
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,17787.00,2/2/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,150.72,6/6/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,337.13,7/20/2023
STANDARD PARKING CORPORATION,CONTRACTUAL SERVICES,2100.00,4/13/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,13124.73,4/18/2023
KONE SPARES,DIRECT PURCHASES,3894.16,7/6/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,812635.40,7/13/2023
"ENGINEERED PLASTICS, INC.",DIRECT PURCHASES,19378.40,8/25/2023
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,370.00,7/27/2023
*H and D Landscaping and Tree Removal LLC,MAINTENANCE & REPAIRS,4603.20,8/15/2023
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,1242058.09,8/25/2023
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,3400.00,11/21/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,4104.70,11/22/2023
AT & T CORP,UTILITIES EXPENSE,22068.84,12/21/2023
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,2719216.19,12/21/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,GENERAL EXPENSES,125.00,1/5/2023
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,1620.00,3/9/2023
NATIONAL DIVERSITY COUNCIL,CONTRACTUAL SERVICES,20000.00,2/9/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1577.48,3/16/2023
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,37.76,3/16/2023
PNC BANK,GENERAL EXPENSES,1529.09,3/20/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,11249.35,4/20/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2387.60,6/7/2023
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,18677.00,5/16/2023
AMERICAN TOWERS LLC,EQUIPMENT RENTAL,19496.31,6/8/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,545.77,8/17/2023
FEDERATION OF WOMEN CONTRACTORS,GENERAL EXPENSES,1500.00,3/9/2023
"CUBIC TRANSPORTATION SYSTEMS, INC.",DIRECT PURCHASES,164456.93,3/30/2023
VITALCHART,ADMINISTRATION & HR,60.53,4/27/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,6/8/2023
MP2 ENERGY NE LLC,UTILITIES EXPENSE,372458.34,6/15/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
SAM'S CLUB,TRAVEL & MEETING EXPENSE,411.85,7/27/2023
PEOPLES GAS,UTILITIES EXPENSE,5842.94,9/26/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,770.00,11/2/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,408.15,1/31/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,90180.89,5/4/2023
"MONTERREY SECURITY CONSULTANT, INC.",PURCHASE OF SECURITY SERVICES,810431.21,6/1/2023
"CONCARE, INC.",MAINTENANCE & REPAIRS,13113.32,6/15/2023
"THOMAS J. WALSH CONSULTING, LLC",CONTRACTUAL SERVICES,6000.00,9/26/2023
MODERN HIRE,CONTRACTUAL SERVICES,77350.00,10/26/2023
CHRIST TEMPLE MISSIONARY BAPTIST CHURCH,GENERAL EXPENSES,1500.00,12/21/2023
"SERENA SOFTWARE, INC.",MAINTENANCE & REPAIRS,36306.92,2/23/2023
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,5689.75,2/21/2023
PEOPLES GAS,UTILITIES EXPENSE,41461.78,2/28/2023
PLANET DEPOS LLC,LEGAL COSTS,822.50,3/9/2023
NURSE VALUE INC,ADMINISTRATION & HR,1550.00,4/20/2023
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,89873.58,10/12/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
NURSE VALUE INC,ADMINISTRATION & HR,800.00,1/5/2023
CLAREMONT LLC,CONTRACTUAL SERVICES,370.00,3/23/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,8643.38,3/30/2023
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,59919.90,4/18/2023
VILLAGE OF FOREST PARK (WATER ACCOUNT),UTILITIES EXPENSE,4361.50,5/4/2023
89TH ST PROPERTIES LLC,FACILITY RENTAL,32616.00,6/29/2023
UNITEC PARTS CO.,DIRECT PURCHASES,1525.22,7/6/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10647.80,7/27/2023
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,3978.83,8/4/2023
"National Tek Services, Inc",ADVERTISING & PROMOTION,7366.00,11/2/2023
NIKO'S BANQUET,TRAVEL & MEETING EXPENSE,2139.62,12/14/2023
"*M & M STAFFING AGENCY, LLC",CONTRACTUAL SERVICES,2198.93,2/9/2023
REGIONAL TRANSPORTATION AUTHORITY,TECHNOLOGY SERVICES,84.00,2/9/2023
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,4/27/2023
TOWN OF CICERO,UTILITIES EXPENSE,5064.36,6/8/2023
PEOPLES GAS,UTILITIES EXPENSE,8265.80,7/20/2023
CDW GOVERNMENT LLC,TECHNOLOGY SERVICES,1560.00,12/26/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,9481.76,2/2/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,6316.67,1/26/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,18038.02,2/16/2023
"HIRERIGHT SOLUTIONS, INC.",ADMINISTRATION & HR,43681.92,5/4/2023
"WISCO, INC.",DIRECT PURCHASES,357.42,11/2/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,22732.00,6/29/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,136987.97,6/29/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,5074.00,6/13/2023
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,834.00,6/14/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1271.53,7/20/2023
*H and D Landscaping and Tree Removal LLC,MAINTENANCE & REPAIRS,12528.00,8/1/2023
CMM Calibration And Services,MAINTENANCE & REPAIRS,1990.00,9/28/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,158.76,9/14/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,1197.91,11/30/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,867484.73,9/19/2023
*SYNERGY DEVELOPMENT LIMITED,MAINTENANCE & REPAIRS,8250.00,9/7/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,2565.38,10/11/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,15631.95,10/26/2023
Wensco,ADVERTISING & PROMOTION,14669.96,12/7/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,102361.24,11/30/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,430692.29,12/28/2023
*HIGHWAY SAFETY CORPORATON,EQUIPMENT RENTAL,3336.50,3/9/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,394.11,5/2/2023
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1163.75,5/4/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,1499.00,6/15/2023
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,4375.00,8/15/2023
